timeid,method,spot,districtid
16,neighborhood,hot,203
16,neighborhood,hot,206
16,state,hot,206
16,neighborhood,hot,208
16,neighborhood,cold,210
16,neighborhood,hot,212
16,state,hot,212
16,neighborhood,cold,216
16,neighborhood,cold,222
16,neighborhood,cold,224
16,neighborhood,hot,225
16,neighborhood,hot,227
16,neighborhood,cold,228
16,state,hot,228
16,neighborhood,hot,231
16,neighborhood,cold,232
16,neighborhood,hot,235
16,neighborhood,hot,240
16,state,hot,240
16,neighborhood,cold,241
16,neighborhood,cold,242
16,neighborhood,cold,243
16,neighborhood,hot,247
16,state,hot,247
16,neighborhood,hot,250
16,neighborhood,cold,252
16,neighborhood,cold,260
16,state,cold,260
16,neighborhood,hot,267
16,neighborhood,hot,268
16,state,cold,268
16,neighborhood,hot,270
16,state,hot,270
16,neighborhood,cold,275
16,neighborhood,hot,276
16,neighborhood,hot,277
16,state,hot,277
16,neighborhood,cold,278
16,neighborhood,hot,279
16,neighborhood,cold,282
16,neighborhood,hot,289
16,state,hot,289
16,state,hot,292
16,neighborhood,hot,294
16,state,hot,294
16,neighborhood,hot,301
16,state,hot,301
16,neighborhood,hot,304
16,neighborhood,hot,307
16,neighborhood,hot,309
16,state,hot,309
16,state,hot,310
16,neighborhood,hot,313
16,state,hot,313
16,neighborhood,cold,316
16,neighborhood,cold,318
16,neighborhood,cold,320
16,neighborhood,cold,329
16,state,cold,329
16,neighborhood,hot,332
16,state,hot,332
16,neighborhood,hot,333
16,neighborhood,hot,335
16,state,hot,335
16,neighborhood,cold,336
16,state,hot,337
16,neighborhood,hot,339
16,neighborhood,hot,342
16,neighborhood,hot,354
16,neighborhood,cold,358
16,neighborhood,hot,360
16,state,hot,360
16,neighborhood,cold,369
16,neighborhood,hot,370
16,neighborhood,hot,378
16,state,hot,378
16,neighborhood,hot,380
16,state,hot,380
16,neighborhood,hot,382
16,state,hot,382
16,neighborhood,cold,385
16,state,cold,385
16,state,cold,387
16,neighborhood,hot,390
16,neighborhood,hot,394
16,neighborhood,cold,400
16,neighborhood,cold,406
16,neighborhood,hot,408
16,state,hot,408
16,neighborhood,hot,418
16,state,hot,418
16,neighborhood,cold,421
16,neighborhood,cold,423
16,neighborhood,hot,425
16,neighborhood,hot,431
16,neighborhood,hot,433
16,state,hot,434
16,neighborhood,hot,445
16,state,hot,445
16,neighborhood,hot,452
16,neighborhood,hot,454
16,state,hot,454
16,neighborhood,hot,455
16,state,hot,455
16,neighborhood,hot,456
16,neighborhood,hot,459
16,neighborhood,cold,463
16,neighborhood,hot,469
16,state,hot,469
16,neighborhood,hot,470
16,neighborhood,cold,472
16,neighborhood,cold,474
16,neighborhood,hot,481
16,neighborhood,cold,486
16,neighborhood,cold,487
16,neighborhood,hot,488
16,neighborhood,cold,489
16,neighborhood,hot,490
16,state,hot,490
16,neighborhood,hot,493
16,state,hot,493
16,neighborhood,hot,498
16,state,hot,498
16,neighborhood,hot,499
16,neighborhood,cold,503
16,neighborhood,hot,506
16,neighborhood,hot,507
16,state,hot,507
16,state,hot,508
16,neighborhood,cold,512
16,state,hot,526
16,neighborhood,hot,532
16,neighborhood,cold,534
16,neighborhood,cold,536
16,neighborhood,cold,538
16,neighborhood,cold,542
16,neighborhood,hot,545
16,neighborhood,hot,546
16,state,hot,546
16,neighborhood,hot,550
16,neighborhood,hot,553
16,state,hot,553
16,neighborhood,cold,556
16,neighborhood,hot,557
16,state,hot,557
16,neighborhood,cold,560
16,neighborhood,cold,561
16,neighborhood,cold,562
16,neighborhood,cold,563
16,neighborhood,cold,564
16,neighborhood,hot,565
16,neighborhood,hot,566
16,neighborhood,cold,567
16,state,hot,567
16,neighborhood,cold,570
16,state,hot,571
16,neighborhood,cold,573
16,neighborhood,cold,574
16,neighborhood,hot,579
16,state,hot,579
16,neighborhood,hot,583
16,neighborhood,hot,584
16,neighborhood,hot,587
16,neighborhood,cold,589
16,neighborhood,cold,590
16,neighborhood,hot,591
16,state,hot,591
16,neighborhood,hot,594
16,neighborhood,cold,595
16,neighborhood,cold,600
16,neighborhood,hot,602
16,neighborhood,hot,604
16,neighborhood,cold,605
16,neighborhood,hot,606
16,state,hot,606
16,neighborhood,hot,607
16,neighborhood,cold,610
16,neighborhood,cold,613
16,state,hot,614
16,neighborhood,cold,625
16,neighborhood,cold,627
16,neighborhood,cold,629
16,neighborhood,cold,636
16,neighborhood,cold,639
16,neighborhood,cold,641
16,state,cold,641
16,neighborhood,hot,642
16,neighborhood,cold,644
16,neighborhood,hot,648
16,neighborhood,hot,649
16,neighborhood,cold,651
16,neighborhood,hot,652
16,neighborhood,cold,661
16,state,cold,661
16,state,cold,665
16,neighborhood,hot,666
16,state,hot,666
16,neighborhood,hot,669
16,neighborhood,hot,672
16,state,hot,672
16,neighborhood,cold,678
16,neighborhood,hot,682
16,state,hot,682
16,neighborhood,cold,686
16,neighborhood,hot,687
16,neighborhood,cold,692
16,neighborhood,hot,696
16,neighborhood,hot,697
16,state,hot,699
16,neighborhood,cold,707
16,state,cold,707
16,neighborhood,hot,715
16,neighborhood,hot,718
16,state,hot,718
16,state,cold,725
16,state,cold,726
16,neighborhood,cold,730
16,neighborhood,cold,731
16,neighborhood,cold,732
16,state,cold,732
16,neighborhood,hot,734
16,neighborhood,cold,735
16,neighborhood,hot,737
16,neighborhood,hot,742
16,state,hot,742
16,neighborhood,cold,745
17,neighborhood,hot,104
17,state,hot,104
17,neighborhood,hot,107
17,neighborhood,hot,108
17,neighborhood,cold,110
17,neighborhood,cold,111
17,neighborhood,hot,113
17,state,hot,113
17,neighborhood,hot,114
17,neighborhood,cold,115
17,neighborhood,hot,119
17,neighborhood,cold,120
17,state,hot,122
17,neighborhood,cold,126
17,neighborhood,cold,127
17,neighborhood,cold,131
17,neighborhood,hot,133
17,neighborhood,hot,141
17,neighborhood,hot,142
17,neighborhood,cold,146
17,neighborhood,cold,151
17,neighborhood,hot,154
17,neighborhood,hot,160
17,neighborhood,hot,165
17,state,hot,165
17,neighborhood,cold,167
17,neighborhood,hot,170
17,state,hot,170
17,neighborhood,hot,179
17,state,hot,179
17,state,hot,183
17,neighborhood,hot,184
17,neighborhood,cold,194
17,neighborhood,cold,200
17,neighborhood,cold,201
17,neighborhood,hot,206
17,state,hot,206
17,neighborhood,hot,208
17,neighborhood,cold,210
17,neighborhood,hot,212
17,state,hot,212
17,state,hot,221
17,neighborhood,cold,222
17,neighborhood,hot,225
17,neighborhood,hot,227
17,neighborhood,cold,228
17,neighborhood,hot,229
17,neighborhood,hot,231
17,neighborhood,cold,232
17,state,hot,232
17,neighborhood,hot,235
17,neighborhood,cold,237
17,neighborhood,hot,239
17,neighborhood,hot,240
17,state,hot,240
17,neighborhood,hot,247
17,state,hot,247
17,neighborhood,hot,250
17,neighborhood,cold,252
17,neighborhood,hot,257
17,state,hot,257
17,neighborhood,cold,260
17,state,cold,260
17,neighborhood,hot,267
17,neighborhood,hot,270
17,state,hot,270
17,state,hot,277
17,neighborhood,hot,278
17,neighborhood,cold,282
17,neighborhood,hot,289
17,state,hot,289
17,state,hot,292
17,neighborhood,hot,293
17,neighborhood,hot,294
17,state,hot,294
17,neighborhood,cold,295
17,state,hot,301
17,neighborhood,hot,304
17,neighborhood,hot,307
17,state,hot,307
17,neighborhood,hot,309
17,state,hot,309
17,neighborhood,hot,310
17,state,hot,310
17,neighborhood,cold,318
17,neighborhood,cold,320
17,neighborhood,cold,323
17,neighborhood,hot,332
17,state,hot,332
17,neighborhood,hot,333
17,neighborhood,hot,335
17,state,hot,335
17,neighborhood,cold,336
17,neighborhood,hot,337
17,state,hot,337
17,neighborhood,hot,339
17,neighborhood,hot,342
17,state,cold,344
17,neighborhood,cold,353
17,neighborhood,hot,354
17,neighborhood,cold,355
17,neighborhood,cold,358
17,neighborhood,hot,360
17,state,hot,360
17,neighborhood,cold,364
17,neighborhood,cold,365
17,neighborhood,cold,368
17,neighborhood,hot,370
17,neighborhood,hot,380
17,neighborhood,hot,382
17,state,hot,382
17,neighborhood,hot,383
17,neighborhood,cold,385
17,neighborhood,cold,387
17,state,cold,387
17,neighborhood,hot,390
17,neighborhood,cold,391
17,neighborhood,hot,394
17,neighborhood,cold,398
17,neighborhood,hot,406
17,state,hot,406
17,state,cold,407
17,neighborhood,cold,408
17,neighborhood,hot,416
17,state,cold,416
17,neighborhood,hot,417
17,neighborhood,hot,418
17,state,hot,418
17,neighborhood,cold,419
17,neighborhood,cold,420
17,neighborhood,cold,421
17,neighborhood,hot,425
17,neighborhood,cold,426
17,neighborhood,hot,431
17,neighborhood,hot,433
17,neighborhood,cold,437
17,neighborhood,hot,443
17,neighborhood,cold,444
17,neighborhood,hot,445
17,state,hot,445
17,neighborhood,hot,446
17,neighborhood,cold,453
17,neighborhood,hot,454
17,state,hot,454
17,neighborhood,hot,455
17,state,hot,455
17,neighborhood,hot,456
17,state,hot,456
17,neighborhood,hot,458
17,neighborhood,hot,459
17,neighborhood,cold,463
17,state,cold,463
17,neighborhood,cold,467
17,neighborhood,hot,469
17,state,hot,469
17,neighborhood,hot,470
17,neighborhood,cold,478
17,state,hot,483
17,state,cold,486
17,neighborhood,hot,487
17,neighborhood,hot,488
17,neighborhood,cold,489
17,neighborhood,hot,490
17,state,hot,490
17,neighborhood,hot,493
17,state,hot,493
17,neighborhood,hot,498
17,neighborhood,hot,499
17,neighborhood,hot,500
17,neighborhood,cold,503
17,neighborhood,hot,506
17,neighborhood,cold,512
17,neighborhood,hot,515
17,neighborhood,hot,518
17,neighborhood,cold,523
17,state,hot,526
17,neighborhood,hot,532
17,neighborhood,cold,536
17,neighborhood,cold,542
17,neighborhood,cold,543
17,neighborhood,hot,546
17,state,hot,546
17,neighborhood,cold,550
17,neighborhood,hot,552
17,state,hot,552
17,neighborhood,hot,553
17,state,hot,553
17,neighborhood,cold,556
17,state,hot,557
17,neighborhood,cold,560
17,neighborhood,cold,562
17,neighborhood,cold,563
17,state,cold,563
17,neighborhood,cold,564
17,neighborhood,hot,565
17,neighborhood,hot,566
17,state,hot,567
17,neighborhood,hot,571
17,state,hot,571
17,neighborhood,cold,573
17,neighborhood,cold,574
17,neighborhood,hot,579
17,state,hot,579
17,neighborhood,hot,583
17,neighborhood,hot,584
17,neighborhood,cold,590
17,neighborhood,hot,591
17,state,hot,591
17,neighborhood,hot,599
17,neighborhood,cold,600
17,neighborhood,hot,602
17,neighborhood,hot,603
17,neighborhood,cold,604
17,neighborhood,hot,606
17,neighborhood,hot,607
17,neighborhood,cold,622
17,neighborhood,cold,624
17,neighborhood,hot,626
17,neighborhood,cold,627
17,neighborhood,cold,628
17,neighborhood,cold,629
17,neighborhood,cold,639
17,neighborhood,cold,641
17,neighborhood,hot,643
17,neighborhood,cold,644
17,neighborhood,hot,649
17,state,hot,649
17,neighborhood,hot,652
17,state,hot,652
17,neighborhood,cold,661
17,state,cold,661
17,neighborhood,hot,666
17,state,hot,666
17,neighborhood,hot,669
17,neighborhood,hot,670
17,neighborhood,cold,671
17,neighborhood,hot,672
17,state,hot,672
17,neighborhood,hot,674
17,neighborhood,cold,678
17,neighborhood,cold,679
17,neighborhood,hot,682
17,state,hot,682
17,state,hot,686
17,neighborhood,hot,687
17,neighborhood,cold,689
17,state,hot,699
17,neighborhood,cold,700
17,neighborhood,hot,705
17,neighborhood,cold,707
17,state,cold,707
17,neighborhood,cold,710
17,neighborhood,hot,715
17,neighborhood,hot,718
17,neighborhood,hot,725
17,state,cold,726
17,neighborhood,cold,730
17,neighborhood,cold,732
17,state,cold,732
17,neighborhood,hot,734
17,state,cold,734
17,neighborhood,cold,735
17,state,cold,735
17,neighborhood,hot,737
17,neighborhood,cold,742
17,state,cold,743
17,neighborhood,cold,745
17,state,cold,747
18,neighborhood,cold,102
18,neighborhood,hot,104
18,state,hot,104
18,neighborhood,cold,110
18,neighborhood,hot,113
18,state,hot,113
18,neighborhood,hot,114
18,neighborhood,cold,115
18,neighborhood,cold,116
18,neighborhood,hot,117
18,neighborhood,hot,119
18,neighborhood,cold,120
18,neighborhood,cold,121
18,neighborhood,cold,127
18,neighborhood,cold,130
18,neighborhood,hot,133
18,neighborhood,cold,136
18,neighborhood,cold,143
18,neighborhood,cold,146
18,neighborhood,hot,147
18,neighborhood,cold,151
18,neighborhood,hot,154
18,neighborhood,hot,155
18,neighborhood,cold,160
18,neighborhood,hot,165
18,state,hot,165
18,neighborhood,cold,167
18,neighborhood,cold,169
18,neighborhood,hot,170
18,state,hot,170
18,neighborhood,hot,179
18,state,hot,179
18,neighborhood,cold,181
18,state,hot,183
18,neighborhood,hot,184
18,neighborhood,cold,186
18,neighborhood,cold,188
18,neighborhood,cold,191
18,neighborhood,cold,200
18,neighborhood,cold,201
18,neighborhood,hot,206
18,state,hot,206
18,neighborhood,cold,210
18,neighborhood,hot,212
18,state,hot,212
18,neighborhood,hot,221
18,neighborhood,cold,222
18,neighborhood,hot,225
18,neighborhood,cold,228
18,neighborhood,hot,229
18,neighborhood,hot,231
18,neighborhood,cold,232
18,state,hot,232
18,neighborhood,hot,235
18,neighborhood,hot,239
18,neighborhood,hot,240
18,state,hot,240
18,neighborhood,cold,243
18,neighborhood,hot,245
18,state,hot,245
18,neighborhood,hot,250
18,neighborhood,cold,252
18,neighborhood,hot,257
18,state,hot,257
18,neighborhood,cold,260
18,state,cold,260
18,neighborhood,hot,267
18,state,hot,267
18,neighborhood,hot,268
18,neighborhood,hot,270
18,state,hot,270
18,neighborhood,hot,271
18,neighborhood,hot,277
18,state,hot,277
18,neighborhood,cold,278
18,neighborhood,hot,282
18,neighborhood,hot,289
18,state,hot,289
18,state,hot,292
18,neighborhood,hot,293
18,neighborhood,hot,294
18,state,hot,294
18,neighborhood,hot,301
18,state,hot,301
18,neighborhood,cold,303
18,neighborhood,hot,304
18,neighborhood,hot,307
18,neighborhood,hot,309
18,state,hot,309
18,neighborhood,hot,310
18,state,hot,310
18,neighborhood,cold,313
18,neighborhood,cold,315
18,neighborhood,cold,320
18,neighborhood,cold,321
18,neighborhood,cold,323
18,neighborhood,hot,324
18,neighborhood,cold,329
18,neighborhood,hot,332
18,state,hot,332
18,neighborhood,hot,333
18,neighborhood,hot,335
18,state,hot,335
18,neighborhood,cold,336
18,neighborhood,hot,337
18,state,hot,337
18,neighborhood,hot,339
18,neighborhood,hot,342
18,neighborhood,cold,344
18,neighborhood,hot,354
18,state,hot,354
18,neighborhood,cold,355
18,neighborhood,cold,357
18,neighborhood,cold,358
18,neighborhood,hot,360
18,state,hot,360
18,neighborhood,hot,363
18,neighborhood,cold,364
18,neighborhood,cold,369
18,neighborhood,hot,382
18,state,hot,382
18,neighborhood,cold,385
18,state,cold,385
18,neighborhood,cold,387
18,state,cold,387
18,neighborhood,hot,390
18,state,hot,405
18,neighborhood,cold,406
18,neighborhood,cold,408
18,neighborhood,hot,417
18,neighborhood,hot,418
18,state,hot,418
18,neighborhood,cold,419
18,neighborhood,cold,420
18,neighborhood,hot,425
18,neighborhood,cold,426
18,neighborhood,cold,429
18,neighborhood,cold,433
18,neighborhood,hot,434
18,state,hot,434
18,neighborhood,cold,437
18,neighborhood,hot,443
18,neighborhood,hot,444
18,state,hot,444
18,neighborhood,hot,445
18,state,hot,445
18,neighborhood,cold,451
18,neighborhood,cold,453
18,neighborhood,hot,454
18,state,hot,454
18,neighborhood,hot,455
18,state,hot,455
18,neighborhood,hot,458
18,neighborhood,hot,459
18,neighborhood,hot,467
18,neighborhood,hot,469
18,neighborhood,hot,470
18,neighborhood,cold,472
18,state,cold,472
18,neighborhood,cold,478
18,neighborhood,cold,480
18,neighborhood,hot,481
18,neighborhood,cold,486
18,neighborhood,hot,487
18,neighborhood,hot,488
18,state,hot,490
18,neighborhood,hot,493
18,state,hot,493
18,neighborhood,hot,498
18,neighborhood,hot,499
18,neighborhood,hot,506
18,neighborhood,hot,512
18,neighborhood,cold,523
18,neighborhood,hot,526
18,state,hot,526
18,neighborhood,cold,536
18,neighborhood,cold,539
18,state,hot,541
18,neighborhood,cold,545
18,neighborhood,hot,546
18,state,hot,546
18,neighborhood,hot,548
18,neighborhood,hot,552
18,state,hot,552
18,neighborhood,hot,553
18,state,hot,553
18,neighborhood,cold,556
18,neighborhood,cold,557
18,neighborhood,cold,560
18,neighborhood,hot,561
18,neighborhood,cold,562
18,neighborhood,cold,563
18,state,cold,563
18,neighborhood,cold,564
18,neighborhood,hot,566
18,state,hot,567
18,neighborhood,cold,568
18,neighborhood,cold,569
18,neighborhood,hot,571
18,state,hot,571
18,neighborhood,cold,573
18,neighborhood,cold,574
18,neighborhood,hot,579
18,state,hot,579
18,neighborhood,hot,583
18,neighborhood,hot,584
18,neighborhood,cold,590
18,neighborhood,hot,591
18,state,hot,591
18,neighborhood,cold,595
18,neighborhood,hot,599
18,neighborhood,hot,602
18,neighborhood,cold,604
18,neighborhood,cold,605
18,neighborhood,cold,606
18,neighborhood,hot,607
18,neighborhood,hot,609
18,neighborhood,cold,610
18,neighborhood,hot,611
18,neighborhood,cold,613
18,neighborhood,hot,624
18,neighborhood,hot,626
18,neighborhood,cold,627
18,neighborhood,cold,628
18,neighborhood,cold,629
18,neighborhood,cold,634
18,neighborhood,cold,637
18,neighborhood,cold,639
18,neighborhood,cold,642
18,neighborhood,hot,643
18,neighborhood,hot,648
18,neighborhood,hot,649
18,state,hot,649
18,neighborhood,hot,652
18,neighborhood,cold,661
18,neighborhood,hot,666
18,state,hot,666
18,neighborhood,hot,669
18,neighborhood,hot,670
18,neighborhood,cold,671
18,neighborhood,hot,672
18,state,hot,672
18,neighborhood,hot,674
18,neighborhood,cold,678
18,neighborhood,hot,682
18,state,hot,682
18,neighborhood,hot,683
18,neighborhood,hot,686
18,state,hot,686
18,neighborhood,cold,689
18,neighborhood,hot,699
18,state,hot,699
18,neighborhood,cold,700
18,neighborhood,cold,707
18,state,cold,707
18,neighborhood,cold,710
18,neighborhood,hot,715
18,neighborhood,hot,718
18,state,hot,718
18,neighborhood,hot,723
18,state,cold,725
18,state,cold,726
18,neighborhood,cold,730
18,neighborhood,hot,734
18,neighborhood,cold,737
18,neighborhood,hot,742
18,state,hot,742
19,neighborhood,cold,102
19,neighborhood,hot,104
19,state,hot,104
19,neighborhood,hot,106
19,neighborhood,cold,110
19,neighborhood,hot,113
19,state,hot,113
19,neighborhood,hot,114
19,neighborhood,cold,115
19,neighborhood,cold,116
19,neighborhood,hot,119
19,neighborhood,cold,120
19,neighborhood,hot,122
19,neighborhood,cold,127
19,neighborhood,cold,128
19,neighborhood,cold,136
19,neighborhood,cold,137
19,neighborhood,cold,138
19,neighborhood,hot,142
19,neighborhood,cold,143
19,neighborhood,cold,146
19,neighborhood,cold,150
19,neighborhood,hot,154
19,neighborhood,hot,155
19,neighborhood,hot,161
19,neighborhood,hot,162
19,neighborhood,hot,165
19,state,hot,165
19,neighborhood,cold,167
19,neighborhood,hot,169
19,neighborhood,hot,170
19,neighborhood,cold,177
19,neighborhood,hot,179
19,state,hot,179
19,neighborhood,hot,184
19,neighborhood,cold,188
19,neighborhood,cold,191
19,neighborhood,cold,200
19,neighborhood,cold,201
19,neighborhood,cold,202
19,neighborhood,hot,203
19,state,cold,203
19,neighborhood,cold,206
19,state,hot,206
19,neighborhood,cold,210
19,neighborhood,cold,211
19,neighborhood,hot,212
19,state,hot,212
19,neighborhood,cold,215
19,neighborhood,cold,222
19,neighborhood,hot,225
19,state,hot,228
19,neighborhood,hot,229
19,neighborhood,hot,231
19,neighborhood,hot,232
19,neighborhood,hot,235
19,neighborhood,hot,239
19,state,hot,240
19,neighborhood,hot,250
19,neighborhood,cold,252
19,neighborhood,hot,257
19,state,hot,257
19,neighborhood,cold,260
19,state,cold,260
19,neighborhood,cold,262
19,neighborhood,hot,267
19,state,hot,267
19,neighborhood,cold,268
19,neighborhood,hot,270
19,state,hot,270
19,neighborhood,hot,271
19,neighborhood,hot,277
19,state,hot,277
19,neighborhood,cold,278
19,neighborhood,cold,279
19,neighborhood,hot,282
19,neighborhood,cold,283
19,neighborhood,hot,289
19,state,hot,289
19,state,hot,292
19,neighborhood,hot,293
19,state,hot,293
19,neighborhood,hot,294
19,state,hot,294
19,neighborhood,hot,301
19,neighborhood,hot,304
19,neighborhood,hot,307
19,neighborhood,hot,309
19,state,hot,309
19,neighborhood,hot,310
19,state,hot,310
19,neighborhood,hot,318
19,state,hot,318
19,neighborhood,cold,320
19,neighborhood,cold,321
19,neighborhood,cold,323
19,neighborhood,hot,324
19,neighborhood,cold,329
19,neighborhood,hot,332
19,state,hot,332
19,neighborhood,hot,333
19,state,hot,335
19,neighborhood,cold,336
19,state,hot,337
19,neighborhood,hot,342
19,neighborhood,hot,345
19,neighborhood,hot,354
19,state,hot,354
19,neighborhood,cold,357
19,neighborhood,cold,358
19,neighborhood,hot,360
19,state,hot,360
19,neighborhood,cold,364
19,neighborhood,cold,369
19,neighborhood,hot,370
19,neighborhood,hot,382
19,state,hot,382
19,neighborhood,cold,384
19,neighborhood,cold,385
19,neighborhood,cold,387
19,state,cold,387
19,neighborhood,hot,394
19,neighborhood,cold,398
19,state,hot,405
19,neighborhood,cold,406
19,neighborhood,cold,408
19,neighborhood,cold,410
19,neighborhood,cold,412
19,neighborhood,hot,413
19,state,hot,413
19,neighborhood,hot,416
19,neighborhood,hot,417
19,neighborhood,hot,418
19,state,hot,418
19,neighborhood,cold,421
19,neighborhood,hot,425
19,neighborhood,hot,427
19,neighborhood,cold,429
19,state,cold,429
19,neighborhood,hot,431
19,neighborhood,cold,432
19,neighborhood,hot,433
19,neighborhood,hot,434
19,neighborhood,hot,443
19,neighborhood,hot,445
19,state,hot,445
19,neighborhood,cold,446
19,neighborhood,cold,448
19,neighborhood,cold,449
19,neighborhood,hot,454
19,state,hot,454
19,neighborhood,hot,455
19,state,hot,455
19,neighborhood,hot,456
19,state,hot,456
19,neighborhood,cold,458
19,neighborhood,cold,463
19,state,cold,463
19,neighborhood,hot,467
19,neighborhood,hot,470
19,neighborhood,cold,480
19,neighborhood,cold,481
19,neighborhood,hot,486
19,neighborhood,hot,487
19,neighborhood,hot,488
19,neighborhood,cold,489
19,neighborhood,hot,490
19,neighborhood,hot,493
19,state,hot,493
19,neighborhood,cold,495
19,neighborhood,hot,498
19,neighborhood,hot,499
19,neighborhood,cold,503
19,neighborhood,hot,506
19,neighborhood,hot,507
19,neighborhood,hot,512
19,neighborhood,hot,513
19,neighborhood,cold,515
19,neighborhood,hot,526
19,state,hot,526
19,neighborhood,cold,535
19,neighborhood,cold,536
19,neighborhood,hot,544
19,neighborhood,cold,545
19,neighborhood,hot,546
19,state,hot,546
19,neighborhood,cold,547
19,neighborhood,hot,548
19,neighborhood,hot,552
19,state,hot,552
19,neighborhood,hot,553
19,state,hot,553
19,neighborhood,cold,556
19,neighborhood,cold,557
19,neighborhood,cold,558
19,neighborhood,cold,560
19,neighborhood,cold,562
19,neighborhood,cold,563
19,state,cold,563
19,neighborhood,cold,565
19,neighborhood,hot,566
19,state,hot,566
19,state,hot,567
19,neighborhood,cold,568
19,neighborhood,cold,570
19,neighborhood,hot,571
19,state,hot,571
19,neighborhood,hot,572
19,neighborhood,cold,574
19,neighborhood,hot,579
19,state,hot,579
19,neighborhood,hot,583
19,neighborhood,hot,591
19,state,hot,591
19,neighborhood,cold,595
19,neighborhood,hot,599
19,state,hot,599
19,neighborhood,cold,600
19,neighborhood,cold,605
19,neighborhood,hot,607
19,neighborhood,cold,609
19,neighborhood,cold,613
19,neighborhood,cold,626
19,neighborhood,cold,628
19,neighborhood,cold,629
19,neighborhood,cold,634
19,neighborhood,cold,639
19,state,hot,641
19,neighborhood,cold,642
19,neighborhood,cold,648
19,neighborhood,hot,649
19,state,hot,649
19,neighborhood,hot,652
19,neighborhood,cold,661
19,neighborhood,cold,663
19,neighborhood,hot,666
19,state,hot,666
19,neighborhood,hot,669
19,neighborhood,cold,671
19,neighborhood,hot,672
19,state,hot,672
19,neighborhood,hot,674
19,neighborhood,cold,677
19,neighborhood,cold,678
19,neighborhood,hot,679
19,state,hot,682
19,neighborhood,hot,683
19,state,hot,685
19,neighborhood,hot,686
19,state,hot,686
19,neighborhood,hot,692
19,neighborhood,cold,707
19,state,cold,707
19,neighborhood,hot,711
19,neighborhood,hot,715
19,neighborhood,hot,718
19,state,hot,718
19,neighborhood,hot,723
19,neighborhood,hot,724
19,state,cold,726
19,neighborhood,cold,730
19,neighborhood,cold,732
19,state,cold,732
19,neighborhood,hot,734
19,neighborhood,cold,737
19,neighborhood,hot,740
19,neighborhood,hot,742
19,state,hot,742
19,neighborhood,cold,745
20,neighborhood,cold,102
20,neighborhood,hot,103
20,neighborhood,hot,104
20,state,hot,104
20,neighborhood,cold,108
20,neighborhood,cold,110
20,neighborhood,hot,113
20,state,hot,113
20,neighborhood,hot,114
20,neighborhood,cold,115
20,neighborhood,cold,116
20,neighborhood,hot,119
20,neighborhood,cold,121
20,neighborhood,hot,122
20,neighborhood,cold,127
20,neighborhood,cold,128
20,neighborhood,hot,133
20,neighborhood,cold,137
20,neighborhood,cold,138
20,neighborhood,cold,143
20,neighborhood,cold,146
20,neighborhood,hot,154
20,state,hot,154
20,state,hot,159
20,neighborhood,hot,162
20,neighborhood,hot,165
20,state,hot,165
20,neighborhood,cold,167
20,neighborhood,hot,170
20,neighborhood,cold,176
20,neighborhood,cold,177
20,neighborhood,hot,179
20,state,hot,179
20,neighborhood,cold,182
20,neighborhood,hot,184
20,neighborhood,cold,190
20,neighborhood,cold,200
20,neighborhood,cold,201
20,neighborhood,cold,202
20,neighborhood,hot,206
20,state,hot,206
20,neighborhood,hot,208
20,state,hot,208
20,neighborhood,hot,212
20,state,hot,212
20,neighborhood,cold,216
20,neighborhood,cold,217
20,neighborhood,hot,221
20,neighborhood,hot,225
20,neighborhood,hot,226
20,neighborhood,cold,228
20,neighborhood,hot,229
20,neighborhood,cold,230
20,neighborhood,hot,231
20,state,hot,232
20,neighborhood,hot,235
20,neighborhood,hot,239
20,neighborhood,hot,240
20,state,hot,240
20,neighborhood,hot,241
20,state,hot,241
20,neighborhood,cold,243
20,neighborhood,cold,245
20,neighborhood,hot,250
20,neighborhood,cold,252
20,neighborhood,hot,257
20,state,hot,257
20,neighborhood,cold,260
20,state,cold,260
20,neighborhood,hot,267
20,state,hot,267
20,neighborhood,hot,268
20,neighborhood,hot,270
20,state,hot,270
20,neighborhood,hot,271
20,neighborhood,hot,277
20,state,hot,277
20,neighborhood,cold,278
20,neighborhood,hot,282
20,neighborhood,cold,283
20,neighborhood,hot,289
20,state,hot,289
20,neighborhood,hot,293
20,neighborhood,hot,294
20,neighborhood,hot,297
20,state,hot,297
20,neighborhood,hot,301
20,neighborhood,hot,304
20,state,hot,304
20,neighborhood,hot,307
20,state,hot,309
20,neighborhood,hot,310
20,state,hot,310
20,neighborhood,cold,313
20,neighborhood,cold,314
20,neighborhood,cold,315
20,neighborhood,cold,316
20,neighborhood,hot,318
20,state,hot,318
20,neighborhood,cold,320
20,neighborhood,cold,321
20,neighborhood,cold,323
20,neighborhood,hot,324
20,neighborhood,cold,329
20,neighborhood,hot,332
20,state,hot,332
20,neighborhood,hot,333
20,state,hot,333
20,state,hot,335
20,neighborhood,cold,336
20,state,hot,337
20,neighborhood,hot,339
20,neighborhood,cold,340
20,neighborhood,hot,342
20,neighborhood,cold,344
20,neighborhood,cold,351
20,neighborhood,hot,354
20,neighborhood,cold,355
20,neighborhood,cold,358
20,neighborhood,hot,360
20,state,hot,360
20,neighborhood,cold,364
20,neighborhood,cold,365
20,neighborhood,hot,367
20,neighborhood,cold,369
20,neighborhood,hot,382
20,state,hot,382
20,neighborhood,cold,384
20,neighborhood,cold,385
20,state,cold,385
20,neighborhood,cold,387
20,state,cold,387
20,neighborhood,hot,390
